,ds,absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,is_estimated,y,location
29235,2022-11-27 09:00:00,5.3,1.2515,4717.075,13578.0,22.875,226.1,0.0,274.7,20.6,22045.4,1.35,0.0,85.225,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1013.25,0.0,0.0,1000.325,1006.425,0.0,0.0,61.05,1012.575,,0.0,0.0,0.0,0.0,155.703,2.963,0.0,280.45,100.0,60097.25,5.85,1,143.0,A
29293,2022-11-29 21:00:00,4.725,1.29125,2552.65,0.0,0.0,1685.2,0.0,272.95,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1027.65,0.0,0.0,1014.55,1020.85,0.0,0.0,73.15,1027.15,,0.0,0.0,0.0,0.3,325.4005,-44.489998,0.0,275.6,100.0,11242.05,1.525,1,0.0,A
29285,2022-11-29 13:00:00,4.575,1.28,3246.9,100012.6,8.125,2813.25,0.0,272.6,4.7,49829.1,0.0,0.2,99.275,6.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1025.575,0.0,0.0,1012.45,1018.7,0.0,0.0,64.025,1024.95,,0.0,0.0,0.0,0.125,211.22375,1.0155,0.0,276.825,100.0,19023.4,3.6,1,2.2,A
29225,2022-11-26 21:00:00,4.7,1.287,,0.0,0.0,338.375,0.0,272.82498,0.0,0.0,0.0,0.0,23.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1019.7,0.0,0.0,1006.7,1013.0,0.0,0.0,71.25,1019.275,,0.0,0.0,0.0,0.0,325.91425,-44.03025,0.0,276.3,23.6,52839.273,2.475,1,0.0,A
29196,2022-11-25 15:00:00,4.375,1.2675,9101.4,0.0,0.0,358.65002,0.0,271.925,0.0,0.0,0.0,0.0,61.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.15,0.0,0.0,1000.15,1006.35,0.0,0.0,61.0,1012.55,,0.0,0.0,0.0,0.0,238.23875,-7.768,0.0,277.82498,81.4,57814.125,4.4,1,0.0,A
29274,2022-11-29 01:00:00,4.75,1.27625,5692.225,0.0,0.0,2356.025,0.0,273.15002,0.0,0.0,0.0,0.0,86.025,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1022.225,0.0,0.0,1009.2,1015.42505,0.0,0.0,65.1,1021.7,,0.0,0.0,0.0,0.0,43.8205,-42.366753,0.0,277.65002,99.95,28248.275,4.925,1,0.0,A
29284,2022-11-29 12:00:00,4.5,1.2785001,3221.025,153948.4,30.324999,2670.75,0.0,272.375,14.825,78498.3,0.0,676.4,99.5,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1025.3501,0.0,0.0,1012.175,1018.425,0.0,0.0,62.35,1024.7,,0.0,0.0,0.0,0.2,197.49675,3.7797499,0.0,276.975,99.925,16757.2,3.6,1,34.54,A
29205,2022-11-26 00:00:00,4.4,1.269,7038.25,0.0,0.0,1337.925,0.0,272.125,0.0,0.0,0.0,0.0,76.025,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015.3,0.0,0.0,1002.35,1008.55,0.0,0.0,61.475,1014.75,,0.0,0.0,0.0,0.0,25.1215,-45.57075,0.0,277.875,97.5,58422.176,5.4,1,0.0,A
29240,2022-11-27 14:00:00,5.4,1.24875,2543.75,25646.1,0.0,228.125,0.0,275.1,0.0,24867.8,0.0,60.8,95.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.325,0.0,0.0,999.42505,1005.525,0.0,0.0,60.2,1011.65,,0.0,0.0,0.0,0.125,224.86925,-2.82075,0.0,281.025,100.0,42179.35,5.35,1,0.0,A
29212,2022-11-26 07:00:00,4.3,1.2715,6673.5,0.0,0.0,3781.5,0.0,271.7,0.0,0.0,0.0,0.0,40.125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.45,0.0,0.0,1003.45,1009.65,0.0,0.0,60.275,1015.9,,0.0,0.0,0.0,0.0,128.86775,-4.9935,0.0,277.575,64.45,59205.05,4.6,1,0.0,A
29249,2022-11-27 23:00:00,5.2,1.25625,2649.7,0.0,0.0,1080.325,0.0,274.55,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.85,0.0,0.0,1001.0,1007.15,0.0,0.0,60.2,1013.3,,0.0,0.0,0.0,0.1,96.11325,-47.450752,0.075,280.1,100.0,58403.375,3.925,1,0.0,A
29241,2022-11-27 15:00:00,5.5,1.25025,2617.825,0.0,0.0,820.8,0.0,275.275,0.0,0.0,0.0,0.0,97.925,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.45,0.0,0.0,999.6,1005.7,0.0,0.0,61.2,1011.8,,0.0,0.0,0.0,0.55,237.94824,-8.0575,0.025,280.9,100.0,10270.775,4.975,1,0.0,A
29299,2022-11-30 03:00:00,4.525,1.2995,1937.55,0.0,0.0,1449.975,0.0,272.275,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1028.9,0.0,0.0,1015.625,1021.975,0.0,0.0,71.575,1028.3501,,0.0,0.0,0.0,0.1,75.88275,-31.03975,0.075,275.025,100.0,30371.375,1.275,1,0.0,A
29256,2022-11-28 06:00:00,4.8500004,1.2645,8764.55,0.0,0.0,449.875,0.0,273.45,0.0,0.0,0.0,0.0,72.274994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1016.4,0.0,0.0,1003.5,1009.675,0.0,0.0,60.65,1015.85,,0.0,0.0,0.0,0.0,115.90475,-11.04875,0.0,279.175,99.55,58186.7,3.8999999,1,0.0,A
29290,2022-11-29 18:00:00,4.6,1.289,3105.85,0.0,0.0,1978.9,0.0,272.7,0.0,0.0,0.0,0.0,99.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1026.775,0.0,0.0,1013.65,1019.925,0.0,0.0,66.95,1026.25,,0.0,0.0,0.0,0.15,277.06024,-27.567251,0.0,276.275,100.0,39165.4,1.55,1,0.0,A
29242,2022-11-27 16:00:00,5.6499996,1.252,2221.7998,0.0,0.0,1515.3999,0.0,275.65002,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.6,0.0,0.0,999.8,1005.925,0.0,0.0,63.8,1012.075,,0.0,0.0,0.0,0.92499995,250.86125,-14.098499,0.1,280.65,100.0,6469.725,4.675,1,0.0,A
29291,2022-11-29 19:00:00,4.6,1.289,2995.5,0.0,0.0,1964.15,0.0,272.7,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1027.025,0.0,0.0,1013.9,1020.175,0.0,0.0,68.0,1026.5,,0.0,0.0,0.0,0.275,291.53726,-34.05425,0.0,276.125,100.0,20302.7,1.6500001,1,0.0,A
29248,2022-11-27 22:00:00,5.4,1.256,2269.525,0.0,0.0,789.8,0.0,275.0,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.625,0.0,0.0,1000.725,1006.85,0.0,0.0,63.15,1013.025,,0.0,0.0,0.0,0.1,345.4395,-46.9575,0.1,280.0,100.0,51438.375,3.6,1,0.0,A
29266,2022-11-28 17:00:00,4.8,1.27125,2773.3,0.0,0.0,1297.8,0.0,273.25,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1020.75,0.0,0.0,1007.7,1013.9,0.0,0.0,63.7,1020.15,,0.0,0.0,0.0,0.3,263.72125,-20.75675,0.1,278.1,100.0,12352.35,4.8,1,0.0,A
29331,2022-12-01 13:00:00,4.75,1.31,,90066.5,6.5499997,29.4,0.0,272.925,4.525,62817.1,1.3,33641.5,11.9,6.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1034.75,0.0,0.0,1021.275,1027.6749,0.0,0.0,78.9,1034.1,,0.0,0.0,0.0,0.0,210.98125,0.7395,0.0,273.84998,11.9,37285.773,2.275,1,40.92,A
29319,2022-12-01 00:00:00,5.475,1.3025,657.65,0.0,0.0,390.1,0.0,274.9,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1033.775,0.0,0.0,1020.42505,1026.775,0.0,0.0,88.6,1033.1749,,0.0,0.0,0.0,0.1,24.8135,-46.502,0.175,274.425,100.0,10467.55,1.2,1,0.0,A
29352,2022-12-02 11:00:00,3.3,1.317,,125452.5,38.075,,0.0,268.0,23.1,76657.5,27.075,82677.8,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1036.8501,0.0,0.0,1023.225,1029.7,0.0,0.0,63.325,1036.1,,0.0,0.0,0.0,0.0,183.25325,4.529,0.0,272.25,0.0,60908.574,1.775,1,1169.08,A
29318,2022-11-30 23:00:00,5.5,1.30225,157.425,0.0,0.0,139.65,0.0,275.075,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1032.8,0.0,0.0,1019.4,1025.8,0.0,0.0,99.175,1032.2,,0.0,0.0,0.0,0.1,95.79775,-47.983498,0.275,273.775,100.0,7565.525,0.725,1,0.0,A
29347,2022-12-02 05:00:00,3.4,1.327,,0.0,0.0,,0.0,268.625,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.3,0.0,0.0,1021.92505,1028.4,0.0,0.0,63.65,1034.9,,0.0,0.0,0.0,0.0,103.001,-18.09975,0.0,272.3,0.0,54767.426,1.8,1,0.0,A
29366,2022-12-03 01:00:00,3.3,1.333,,0.0,0.0,,0.0,268.175,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.55,0.0,0.0,1024.2,1030.6749,0.0,0.0,66.3,1037.2,,0.0,0.0,0.0,0.0,43.66275,-43.07225,0.0,271.975,0.0,54639.1,1.575,1,0.0,A
29402,2022-12-04 15:00:00,3.0,1.319,1490.0751,0.0,0.0,1229.575,0.0,266.875,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1032.25,0.0,0.0,1018.65,1025.1,0.0,0.0,66.35,1031.575,,0.0,0.0,0.0,0.0,236.94225,-8.84375,0.2,271.15,100.0,50619.824,1.1,1,0.0,A
29381,2022-12-03 17:00:00,2.9,1.33975,8193.35,0.0,0.0,7678.4,0.0,266.65002,0.0,0.0,0.0,0.0,28.725,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.8,0.0,0.0,1021.4,1027.9,0.0,0.0,62.95,1034.45,,0.0,0.0,0.0,0.0,262.9135,-21.25925,0.0,270.75,56.95,52266.8,1.6500001,1,0.0,A
29351,2022-12-02 10:00:00,3.3,1.31825,,65154.2,33.4,,0.0,268.0,21.275,44127.1,22.925,32455.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1036.8501,0.0,0.0,1023.3,1029.7,0.0,0.0,63.574997,1036.2,,0.0,0.0,0.0,0.0,169.28024,4.0924997,0.0,272.125,0.0,60396.176,1.875,1,1202.74,A
29378,2022-12-03 14:00:00,2.95,1.3315,,13043.3,0.0,,0.0,266.725,0.0,15434.8,0.0,0.0,4.45,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.175,0.0,0.0,1021.675,1028.175,0.0,0.0,65.85,1034.675,,0.0,0.0,0.0,0.0,224.06725,-3.57775,0.0,270.8,8.55,56832.824,1.375,1,0.0,A
29328,2022-12-01 10:00:00,5.3,1.301,2021.375,70075.0,35.075,1385.6,0.0,274.55,20.4,27303.5,5.625,5225.3,45.4,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1034.6499,0.0,0.0,1021.2,1027.6,0.0,0.0,84.325,1034.0,,0.0,0.0,0.0,0.0,169.35326,4.25275,0.0,274.1,45.4,38583.523,2.25,1,276.76,A
29359,2022-12-02 18:00:00,3.125,1.33625,,0.0,0.0,,0.0,267.45,0.0,0.0,0.0,0.0,4.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.7,0.0,0.0,1024.3,1030.8,0.0,0.0,66.45,1037.3,,0.0,0.0,0.0,0.0,276.54877,-27.86925,0.0,271.15002,9.55,54968.074,1.6,1,0.0,A
29316,2022-11-30 21:00:00,5.5,1.302,168.85,0.0,0.0,141.025,0.0,275.0,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1032.6499,0.0,0.0,1019.275,1025.6,0.0,0.0,99.075,1032.0,,0.0,0.0,0.0,0.275,325.22577,-44.6285,0.2,273.7,100.0,4638.65,0.625,1,0.0,A
29360,2022-12-02 19:00:00,3.0,1.337,,0.0,0.0,,0.0,267.2,0.0,0.0,0.0,0.0,4.125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.725,0.0,0.0,1024.3,1030.8,0.0,0.0,65.625,1037.4,,0.0,0.0,0.0,0.0,291.00226,-34.371,0.0,271.0,8.3,55305.1,1.625,1,0.0,A
29303,2022-11-30 07:00:00,4.9,1.299,1584.825,0.0,0.0,1111.75,0.0,273.45,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1030.05,0.0,0.0,1016.7,1023.05,0.0,0.0,82.825,1029.45,,0.0,0.0,0.0,0.175,128.84175,-5.7685003,0.1,274.4,100.0,10617.45,1.025,1,0.0,A
29334,2022-12-01 16:00:00,4.4,1.322,29.2,0.0,0.0,29.075,0.0,271.84998,0.0,0.0,0.0,0.0,31.15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.5,0.0,0.0,1021.2,1027.6,0.0,0.0,77.85,1034.1,,0.0,0.0,0.0,0.0,250.24475,-14.561,0.0,273.25,31.15,29366.775,2.2,1,0.0,A
29321,2022-12-01 02:00:00,5.5,1.303,563.35,0.0,0.0,343.075,0.0,275.1,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1033.9,0.0,0.0,1020.55,1026.9,0.0,0.0,90.875,1033.3,,0.0,0.0,0.0,0.175,60.69825,-37.44025,0.22500001,274.3,100.0,6069.075,1.4,1,0.0,A
29341,2022-12-01 23:00:00,3.9,1.32625,,0.0,0.0,,0.0,270.34998,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.95,0.0,0.0,1021.625,1028.075,0.0,0.0,76.325,1034.55,,0.0,0.0,0.0,0.0,95.683,-48.1475,0.0,272.0,0.0,48443.074,1.925,1,0.0,A
29306,2022-11-30 11:00:00,5.275,1.2965,583.875,138335.1,41.6,383.7,0.0,274.5,14.225,48852.1,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1030.95,0.0,0.0,1017.57495,1023.92505,0.0,0.0,88.174995,1030.275,,0.0,0.0,0.0,0.1,183.43375,4.8372498,0.1,274.375,100.0,12480.825,0.475,1,281.16,A
29350,2022-12-02 09:00:00,3.3,1.3215001,,2909.1,15.45,,0.0,268.15002,11.2,10475.8,6.2250004,0.0,0.3,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1036.775,0.0,0.0,1023.225,1029.6749,0.0,0.0,63.25,1036.1499,,0.0,0.0,0.0,0.0,155.466,2.0627499,0.0,272.1,0.3,59517.324,1.875,1,509.08,A
29398,2022-12-04 11:00:00,3.15,1.3245,1108.85,114229.3,34.975,752.45,0.0,267.525,23.2,83852.9,4.075,16134.8,91.9,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1033.15,0.0,0.0,1019.55,1026.025,0.0,0.0,67.2,1032.5,,0.0,0.0,0.0,0.0,183.0645,4.248,0.1,270.8,94.875,51767.1,1.0,1,1126.84,A
29395,2022-12-04 07:00:00,2.9,1.3377501,5931.4,0.0,0.0,1080.8501,0.0,266.6,0.0,0.0,0.0,0.0,75.575,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1033.7,0.0,0.0,1020.1,1026.7,0.0,0.0,68.0,1033.2,,0.0,0.0,0.0,0.0,128.73926,-6.45625,0.0,270.1,85.45,49555.273,1.3499999,1,0.0,A
29377,2022-12-03 13:00:00,3.0,1.32625,,81478.3,5.175,,0.0,266.9,3.45,51952.1,0.0,37022.5,1.05,6.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1035.45,0.0,0.0,1021.85,1028.3251,0.0,0.0,66.149994,1034.8251,,0.0,0.0,0.0,0.0,210.73651,0.4925,0.0,270.8,1.9,59219.05,1.1,1,44.220000000000006,A
29322,2022-12-01 03:00:00,5.55,1.30325,399.15002,0.0,0.0,342.45,0.0,275.125,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1033.775,0.0,0.0,1020.4,1026.8,0.0,0.0,91.350006,1033.1749,,0.0,0.0,0.0,0.1,75.88225,-31.2215,0.25,274.3,100.0,6293.75,1.55,1,0.0,A
29367,2022-12-03 02:00:00,3.225,1.334,,0.0,0.0,,0.0,267.95,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1037.575,0.0,0.0,1024.1499,1030.6499,0.0,0.0,66.675,1037.1499,,0.0,0.0,0.0,0.0,60.654503,-37.7865,0.0,271.7,0.0,54614.2,1.7,1,0.0,A
29338,2022-12-01 20:00:00,4.0,1.327,,0.0,0.0,,0.0,270.725,0.0,0.0,0.0,0.0,0.95,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.95,0.0,0.0,1021.6,1028.05,0.0,0.0,80.75,1034.55,,0.0,0.0,0.0,0.0,307.14923,-40.118,0.0,272.025,0.95,42404.625,1.525,1,0.0,A
29337,2022-12-01 19:00:00,4.1499996,1.326,,0.0,0.0,447.4,0.0,271.125,0.0,0.0,0.0,0.0,1.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.725,0.0,0.0,1021.4,1027.8501,0.0,0.0,80.5,1034.325,,0.0,0.0,0.0,0.0,291.17975,-34.273,0.0,272.275,1.9,39671.7,1.6,1,0.0,A
29314,2022-11-30 19:00:00,5.5,1.2985001,248.65,0.0,0.0,214.05,0.0,275.075,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1032.3501,0.0,0.0,1018.9,1025.25,0.0,0.0,96.5,1031.625,,0.0,0.0,0.0,0.375,291.35825,-34.1675,0.1,273.9,100.0,5156.7,0.375,1,0.0,A
29304,2022-11-30 09:00:00,5.1,1.29875,1244.5,6892.1,18.175,695.65,0.0,273.975,6.225,4492.9,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1030.6499,0.0,0.0,1017.25,1023.6,0.0,0.0,87.275,1029.95,,0.0,0.0,0.0,0.1,155.57175,2.4042501,0.1,274.3,100.0,9433.15,0.75,1,59.17999999999999,A
29375,2022-12-03 11:00:00,3.1,1.3255,,119641.9,36.45,,0.0,267.275,22.725,74859.8,25.7,77803.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1035.95,0.0,0.0,1022.25,1028.75,0.0,0.0,64.675,1035.25,,0.0,0.0,0.0,0.0,183.1595,4.385,0.0,270.9,0.0,58666.125,1.1,1,1070.74,A
29344,2022-12-02 02:00:00,3.5,1.328,,0.0,0.0,,0.0,268.975,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.45,0.0,0.0,1022.125,1028.575,0.0,0.0,68.675,1035.05,,0.0,0.0,0.0,0.0,60.67975,-37.615997,0.0,272.0,0.0,54030.977,1.95,1,0.0,A
29399,2022-12-04 12:00:00,3.2,1.322,1100.45,123559.4,23.8,768.5,0.0,267.6,16.05,81455.9,1.75,13613.1,98.4,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1032.9,0.0,0.0,1019.3,1025.75,0.0,0.0,66.9,1032.25,,0.0,0.0,0.0,0.0,196.95676,3.083,0.0,270.725,99.275,53962.523,0.4,1,671.88,A
29353,2022-12-02 12:00:00,3.3,1.31825,,134450.9,26.125,,0.0,267.95,17.099998,80489.4,16.05,88994.4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1036.8,0.0,0.0,1023.2,1029.7,0.0,0.0,62.65,1036.1,,0.0,0.0,0.0,0.0,197.17624,3.34025,0.0,272.34998,0.0,61105.4,1.7,1,752.4,A
29313,2022-11-30 18:00:00,5.5,1.2965,280.625,0.0,0.0,256.34998,0.0,275.15002,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1032.05,0.0,0.0,1018.7,1025.05,0.0,0.0,93.35,1031.4,,0.0,0.0,0.0,0.32500002,276.88873,-27.6755,0.1,274.25,100.0,6253.5,0.3,1,0.0,A
29392,2022-12-04 04:00:00,2.7,1.34375,,0.0,0.0,411.45,0.0,266.0,0.0,0.0,0.0,0.0,23.275,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1033.6749,0.0,0.0,1020.2,1026.725,0.0,0.0,69.2,1033.275,,0.0,0.0,0.0,0.0,89.78675,-25.09225,0.0,269.7,24.025,50078.0,1.45,1,0.0,A
29346,2022-12-02 04:00:00,3.475,1.327,,0.0,0.0,,0.0,268.75,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1035.3,0.0,0.0,1022.0,1028.4,0.0,0.0,64.95,1034.9,,0.0,0.0,0.0,0.0,89.81,-24.7545,0.0,272.275,0.0,54700.45,1.875,1,0.0,A
29327,2022-12-01 09:00:00,5.4,1.3025,1260.15,4866.4,16.775,879.35,0.0,274.8,4.75,3488.8,0.475,0.0,88.8,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1034.7,0.0,0.0,1021.3,1027.625,0.0,0.0,87.675,1034.0,,0.0,0.0,0.0,0.0,155.521,2.23075,0.125,274.025,88.8,22252.65,2.0,1,54.56,A
29500,2022-12-08 19:00:00,2.25,1.3125,3781.35,0.0,0.0,2981.375,0.0,263.5,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,3.7,0.0,0.0,0.0,1.0,1006.2,0.0,0.0,992.85,999.25,0.0,0.0,74.2,1005.65,,0.0,0.0,0.0,0.1,289.96375,-34.80275,0.0,267.925,100.0,25794.5,3.65,1,0.0,A
29423,2022-12-05 12:00:00,4.775,1.2865,1082.85,118698.8,22.75,423.15,0.0,273.075,6.45,27375.1,0.0,0.0,99.825,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1021.75,0.0,0.0,1008.525,1014.8,0.0,0.0,82.75,1021.125,,0.0,0.0,0.0,0.1,196.84525,2.96525,0.25,274.75,99.825,10253.075,4.1,1,157.07999999999998,A
29481,2022-12-07 23:00:00,4.1,1.2695,731.275,0.0,0.0,328.25,0.0,270.9,0.0,0.0,0.0,0.0,100.0,6.0,7.7,0.0,8.1,0.3,1.6,0.0,1.0,997.875,0.0,0.0,984.8,991.0,0.0,0.0,85.8,997.2,,0.0,0.0,0.0,0.22500001,94.90025,-48.9845,0.2,273.225,100.0,8864.975,2.2,1,0.0,A
29407,2022-12-04 20:00:00,3.0,1.31125,1194.95,0.0,0.0,979.025,0.0,266.725,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1030.975,0.0,0.0,1017.475,1023.875,0.0,0.0,57.9,1030.3,,0.0,0.0,0.0,0.1,306.604,-40.4205,0.4,272.675,100.0,19988.775,1.0,1,0.0,A
29425,2022-12-05 14:00:00,5.25,1.2855,649.0,10126.7,0.0,387.5,0.0,274.35,0.0,5919.7,0.0,0.0,99.975,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1020.65,0.052500002,0.75,1007.45,1013.725,0.0,0.0,88.65,1020.025,,0.0,0.0,0.0,0.2,223.801,-3.77175,0.2,274.85,99.975,8403.75,4.825,1,0.0,A
29463,2022-12-07 05:00:00,3.2,1.3004999,3512.6,0.0,0.0,858.575,0.0,267.825,0.0,0.0,0.0,0.0,91.475,6.0,3.4,0.0,4.5,0.0,0.0,0.0,1.0,1008.80005,0.0,0.0,995.5,1001.85,0.0,0.0,84.075,1008.19995,,0.0,0.0,0.0,0.0,102.892746,-18.903,0.0,269.95,93.425,26210.3,4.95,1,0.0,A
29502,2022-12-08 21:00:00,2.4,1.3095,3391.25,0.0,0.0,2341.45,0.0,264.075,0.0,0.0,0.0,0.0,96.45,6.0,0.0,0.0,3.2,0.0,0.0,0.0,1.0,1007.075,0.0,0.0,993.65,1000.05,0.0,0.0,75.2,1006.45,,0.0,0.0,0.0,0.0,323.79324,-45.462997,0.0,268.3,97.275,33923.023,3.9250002,1,0.0,A
29461,2022-12-07 03:00:00,3.0749998,1.305,3585.2,0.0,0.0,1171.1,0.0,267.35,0.0,0.0,0.0,0.0,100.0,6.0,4.0,0.0,4.5,0.0,0.8,0.0,1.0,1010.05,0.0,0.0,996.75,1003.125,0.0,0.0,85.025,1009.5,,0.0,0.0,0.0,0.0,75.75225,-32.2,0.0,269.55,100.0,35844.375,4.3250003,1,0.0,A
29452,2022-12-06 18:00:00,3.25,1.30275,2913.25,0.0,0.0,683.05,0.0,268.05,0.0,0.0,0.0,0.0,92.3,6.0,2.7,0.8,2.7,1.8,2.7,0.0,1.0,1013.57495,0.0,0.0,1000.225,1006.57495,0.0,0.0,79.55,1012.95,,0.0,0.0,0.0,0.0,275.88525,-28.1685,0.0,270.55,92.3,22666.352,2.85,1,0.0,A
29499,2022-12-08 18:00:00,2.2,1.313,3871.1,0.0,0.0,3200.45,0.0,263.2,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,3.7,0.0,0.0,0.0,1.0,1005.75,0.0,0.0,992.4,998.775,0.0,0.0,73.9,1005.2,,0.0,0.0,0.0,0.1,275.5645,-28.27375,0.0,267.7,100.0,30402.8,3.675,1,0.0,A
29446,2022-12-06 12:00:00,3.875,1.294,3289.875,114207.6,21.8,389.925,0.0,270.15,18.075,80305.8,0.9,3230.7,95.775,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1015.8,0.0,0.0,1002.475,1008.8,0.0,0.0,80.875,1015.125,,0.0,0.0,0.0,0.1,196.733,2.8547502,0.0,271.725,95.775,24799.875,3.575,1,0.88,A
29484,2022-12-08 02:00:00,3.675,1.27475,536.825,0.0,0.0,437.34998,0.0,269.45,0.0,0.0,0.0,0.0,100.0,6.0,2.8,0.7,6.2,2.3,2.3,0.0,1.0,998.25,0.0,0.0,985.175,991.375,0.0,0.0,80.95,997.6,,0.0,0.0,0.0,0.175,60.43575,-38.55375,0.1,272.25,100.0,6664.025,4.6,1,0.0,A
